I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-9, -14, -4, 12, -2, -9, 68, 97, 287, 214, 117, 87, 
4, -9, -14, 2, 9, -12, 58, 92, 292, 214, 122, 97, 
4, -19, -24, 7, 14, -21, 48, 78, 292, 209, 117, 87, 
-4, -29, -24, 17, 9, -26, 53, 87, 312, 229, 117, 92, 
-9, -39, -29, 24, 9, -34, 58, 92, 326, 239, 126, 97, 
-19, -58, -39, 39, 9, -48, 39, 68, 307, 224, 102, 63, 
-29, -68, -39, 48, 4, -53, 48, 82, 326, 239, 122, 68, 
14, -14, -29, 0, 21, -21, 58, 87, 346, 263, 146, 82, 
4, -14, -19, 4, 12, -17, 63, 97, 370, 287, 165, 112, 
-9, -19, -9, 14, 0, -14, 63, 112, 390, 302, 185, 126, 
4, -9, -14, 2, 9, -12, 58, 97, 390, 317, 190, 126, 
-4, -19, -14, 12, 4, -17, 48, 97, 395, 322, 190, 131, 
-14, -24, -9, 19, -2, -17, 53, 102, 414, 326, 195, 126, 
0, -14, -14, 7, 7, -14, 53, 102, 444, 346, 204, 141, 
43, 34, -9, -39, 26, 12, 53, 97, 453, 351, 219, 141, 
53, 14, -39, -34, 46, -12, 43, 102, 463, 366, 219, 146, 
24, -4, -29, -9, 26, -17, 43, 102, 488, 380, 229, 146, 
24, 9, -14, -17, 19, -2, 48, 102, 492, 390, 244, 151, 
53, 48, -4, -51, 29, 21, 68, 131, 531, 414, 287, 200, 
53, 58, 4, -56, 24, 31, 73, 136, 551, 439, 307, 214, 
48, 34, -14, -41, 31, 9, 53, 107, 556, 448, 307, 209, 
48, 29, -19, -39, 34, 4, 48, 112, 570, 448, 312, 219, 
34, 24, -9, -29, 21, 7, 48, 107, 590, 458, 322, 214, 
43, 29, -14, -36, 29, 7, 43, 107, 605, 468, 322, 229, 
68, 53, -14, -61, 41, 19, 48, 107, 629, 483, 341, 239, 
78, 58, -19, -68, 48, 19, 43, 112, 639, 492, 351, 248, 
73, 78, 4, -75, 34, 41, 53, 126, 668, 522, 380, 268, 
78, 73, -4, -75, 41, 34, 58, 131, 697, 541, 405, 287, 
92, 92, 0, -92, 46, 46, 63, 126, 707, 566, 439, 312, 
82, 102, 19, -92, 31, 61, 48, 122, 717, 585, 453, 326, 
73, 92, 19, -82, 26, 56, 39, 97, 712, 575, 439, 312, 
82, 87, 4, -85, 39, 46, 34, 97, 741, 619, 468, 346, 
58, 73, 14, -65, 21, 43, 39, 97, 751, 624, 473, 341, 
78, 87, 9, -82, 34, 48, 34, 107, 775, 649, 502, 361, 
78, 102, 24, -90, 26, 63, 19, 102, 800, 673, 522, 385, 
97, 117, 19, -107, 39, 68, 29, 117, 819, 678, 536, 385, 
97, 122, 24, -109, 36, 73, 43, 131, 854, 712, 580, 419, 
68, 102, 34, -85, 17, 68, 48, 126, 849, 722, 575, 414, 
68, 97, 29, -82, 19, 63, 29, 122, 849, 736, 595, 439, 
43, 82, 39, -63, 2, 61, 9, 87, 839, 736, 590, 439, 
58, 92, 34, -75, 12, 63, -4, 73, 824, 741, 585, 424, 
122, 151, 29, -136, 46, 90, 9, 102, 878, 795, 653, 492, 
146, 200, 53, -173, 46, 126, 19, 112, 902, 814, 673, 502, 
156, 214, 58, -185, 48, 136, 19, 122, 912, 834, 692, 517, 
156, 209, 53, -183, 51, 131, 19, 117, 932, 849, 717, 527, 
161, 204, 43, -183, 58, 124, 9, 112, 917, 834, 702, 507, 
146, 204, 58, -175, 43, 131, -4, 97, 912, 839, 712, 522, 
102, 180, 78, -141, 12, 129, 0, 87, 883, 834, 697, 502, 
122, 190, 68, -156, 26, 129, 0, 87, 873, 849, 717, 527, 
156, 229, 73, -192, 41, 151, -14, 78, 878, 863, 736, 551, 
161, 224, 63, -192, 48, 143, -29, 48, 834, 834, 702, 522, 
131, 204, 73, -168, 29, 139, -19, 58, 829, 854, 707, 531, 
122, 200, 78, -161, 21, 139, -29, 53, 800, 834, 688, 517, 
131, 204, 73, -168, 29, 139, -48, 34, 780, 824, 688, 517, 
97, 170, 73, -134, 12, 122, -39, 34, 771, 824, 688, 512, 
107, 161, 53, -134, 26, 107, -48, 29, 727, 790, 653, 488, 
87, 151, 63, -119, 12, 107, -68, 24, 692, 771, 649, 502, 
73, 136, 63, -104, 4, 100, -73, 0, 639, 702, 600, 463, 
102, 195, 92, -148, 4, 143, -58, 4, 624, 707, 614, 478, 
151, 244, 92, -197, 29, 168, -63, 14, 610, 717, 610, 483, 
165, 253, 87, -209, 39, 170, -63, 4, 561, 678, 566, 444, 
117, 219, 102, -168, 7, 161, -53, 0, 517, 658, 536, 429, 
92, 190, 97, -141, -2, 143, -53, -4, 473, 610, 488, 385, 
102, 190, 87, -146, 7, 139, -63, -14, 424, 561, 448, 361, 
78, 161, 82, -119, -2, 122, -63, -14, 395, 527, 419, 326, 
58, 161, 102, -109, -21, 131, -63, -34, 341, 473, 361, 283, 
78, 170, 92, -124, -7, 131, -58, -29, 326, 439, 346, 283, 
102, 175, 73, -139, 14, 124, -43, -19, 287, 390, 307, 253, 
112, 175, 63, -143, 24, 119, -29, -4, 263, 370, 292, 248, 
68, 146, 78, -107, -4, 112, -29, -14, 219, 336, 268, 214, 
19, 112, 92, -65, -36, 102, -34, -34, 161, 283, 204, 161, 
34, 107, 73, -70, -19, 90, -43, -34, 151, 268, 190, 161, 
53, 97, 43, -75, 4, 70, -14, -24, 117, 219, 146, 122, 
58, 97, 39, -78, 9, 68, -9, -19, 102, 200, 131, 117, 
19, 39, 19, -29, 0, 29, -29, -34, 68, 161, 97, 73, 
-29, 0, 29, 14, -29, 14, -19, -48, 24, 112, 43, 29, 
4, 9, 4, -7, 0, 7, -19, -24, 39, 102, 53, 43, 
24, 14, -9, -19, 17, 2, -4, -14, 24, 92, 43, 34, 
0, 24, 24, -12, -12, 24, 4, -19, 9, 63, 19, 14, 
-9, 14, 24, -2, -17, 19, 4, -34, -14, 39, 4, -4, 
-24, 9, 34, 7, -29, 21, 4, -24, -14, 39, 4, 4, 
4, 14, 9, -9, -2, 12, 4, -24, -43, 14, -29, -29, 
-19, -9, 9, 14, -14, 0, 29, 4, -24, 14, -14, -4, 
-48, -24, 24, 36, -36, 0, 24, -14, -48, -34, -53, -34, 
-68, -63, 4, 65, -36, -29, 4, -39, -97, -73, -97, -68, 
-82, -78, 4, 80, -43, -36, 9, -29, -87, -87, -92, -73, 
-48, -63, -14, 56, -17, -39, 19, -24, -87, -102, -102, -82, 
-24, -34, -9, 29, -7, -21, 34, 4, -58, -78, -58, -48, 
14, -4, -19, -4, 17, -12, 43, 4, -63, -87, -58, -48, 
-14, -19, -4, 17, -4, -12, 43, 0, -82, -97, -63, -53, 
-34, -39, -4, 36, -14, -21, 39, 9, -78, -92, -58, -53, 
-14, -24, -9, 19, -2, -17, 34, -14, -112, -126, -97, -87, 
-43, -48, -4, 46, -19, -26, 39, -9, -102, -131, -92, -58, 
-34, -29, 4, 31, -19, -12, 39, -9, -102, -156, -122, -82, 
-4, -14, -9, 9, 2, -12, 48, 14, -78, -146, -97, -68, 
4, -14, -19, 4, 12, -17, 63, 24, -53, -136, -73, -48, 
-14, -39, -24, 26, 4, -31, 48, -4, -102, -180, -122, -92, 
-92, -117, -24, 104, -34, -70, 48, -14, -122, -185, -126, -92, 
-102, -126, -24, 114, -39, -75, 39, -24, -126, -204, -146, -117, 
-58, -78, -19, 68, -19, -48, 43, -14, -112, -180, -117, -92, 
24, 4, -19, -14, 21, -7, 53, 14, -53, -146, -73, -43, 
73, 24, -48, -48, 61, -12, 53, 4, -78, -161, -92, -63, 
39, -9, -48, -14, 43, -29, 43, -4, -82, -165, -82, -58, 
9, -9, -19, 0, 14, -14, 63, 9, -73, -165, -97, -63, 
-9, -29, -19, 19, 4, -24, 68, 0, -82, -170, -107, -73, 
-4, -43, -39, 24, 17, -41, 63, 0, -68, -156, -92, -73, 
0, -34, -34, 17, 17, -34, 53, 0, -87, -161, -112, -92, 
-14, -48, -34, 31, 9, -41, 63, 9, -73, -156, -97, -82, 
-9, -48, -39, 29, 14, -43, 68, 4, -68, -151, -97, -82, 
-29, -68, -39, 48, 4, -53, 63, 4, -82, -156, -107, -87, 
-34, -82, -48, 58, 7, -65, 53, 4, -82, -141, -102, -92, 
-24, -78, -53, 51, 14, -65, 48, -14, -92, -141, -126, -107, 
-58, -102, -43, 80, -7, -73, 53, 4, -78, -112, -107, -82, 
-29, -68, -39, 48, 4, -53, 53, 0, -68, -112, -107, -82, 
-29, -58, -29, 43, 0, -43, 58, 0, -68, -112, -102, -82, 
-14, -53, -39, 34, 12, -46, 68, 14, -53, -107, -87, -73, 
-4, -48, -43, 26, 19, -46, 53, 0, -68, -136, -107, -92, 
-63, -107, -43, 85, -9, -75, 68, 0, -58, -122, -107, -78, 
-63, -112, -48, 87, -7, -80, 73, 4, -63, -117, -112, -87, 
-34, -78, -43, 56, 4, -61, 58, -4, -68, -112, -112, -92, 
-19, -53, -34, 36, 7, -43, 68, 4, -53, -82, -97, -68, 
-14, -48, -34, 31, 9, -41, 63, -9, -63, -87, -107, -82, 
-58, -73, -14, 65, -21, -43, 58, -9, -63, -73, -102, -78, 
-78, -92, -14, 85, -31, -53, 34, -29, -82, -107, -131, -107, 
-102, -131, -29, 117, -36, -80, 39, -39, -92, -117, -146, -122, 
-82, -136, -53, 109, -14, -95, 63, -9, -63, -97, -122, -107, 
-39, -107, -68, 73, 14, -87, 53, -9, -58, -92, -126, -102, 
-53, -112, -58, 82, 2, -85, 48, -14, -48, -82, -112, -92, 
-58, -92, -34, 75, -12, -63, 58, -9, -43, -53, -82, -73, 
-39, -48, -9, 43, -14, -29, 78, 9, -24, -48, -82, -73, 
-14, -34, -19, 24, 2, -26, 78, 9, -19, -29, -53, -39, 
-24, -34, -9, 29, -7, -21, 73, 4, -29, -34, -73, -58, 
-14, 0, 14, 7, -14, 7, 73, 0, -34, -58, -78, -63, 
9, -9, -19, 0, 14, -14, 53, -9, -39, -58, -82, -73, 
-4, -48, -43, 26, 19, -46, 48, -9, -53, -82, -117, -97, 
-29, -68, -39, 48, 4, -53, 58, -4, -43, -78, -97, -78, 
-19, -53, -34, 36, 7, -43, 53, 4, -29, -78, -92, -92, 
-39, -53, -14, 46, -12, -34, 63, 4, -39, -82, -97, -87, 
-43, -48, -4, 46, -19, -26, 58, -4, -29, -58, -68, -73, 
-24, -19, 4, 21, -14, -7, 53, 0, -19, -53, -73, -78, 
0, -14, -14, 7, 7, -14, 53, 0, -19, -39, -53, -58, 
0, -19, -19, 9, 9, -19, 53, -4, -29, -39, -73, -63, 
4, -19, -24, 7, 14, -21, 48, -19, -43, -53, -82, -68, 
34, 0, -34, -17, 34, -17, 24, -24, -39, -43, -68, -53, 
58, 29, -29, -43, 43, 0, 43, -19, -34, -48, -82, -68, 
34, 14, -19, -24, 26, -2, 48, -9, -29, -34, -63, -48, 
0, -4, -4, 2, 2, -4, 43, -24, -48, -48, -78, -68, 
-9, -24, -14, 17, 2, -19, 43, -9, -53, -63, -82, -73, 
-48, -48, 0, 48, -24, -24, 43, -4, -34, -29, -53, -53, 
-48, -29, 19, 39, -34, -4, 43, -19, -29, -34, -53, -43, 
-24, -24, 0, 24, -12, -12, 39, -4, -24, -24, -34, -24, 
-9, -34, -24, 21, 7, -29, 39, -9, -34, -39, -58, -39, 
-14, -24, -9, 19, -2, -17, 29, -29, -53, -58, -73, -48, 
-9, -24, -14, 17, 2, -19, 24, -19, -39, -48, -58, -39, 
24, 0, -24, -12, 24, -12, 24, -19, -58, -73, -87, -68, 
29, 0, -29, -14, 29, -14, 29, -19, -48, -68, -68, -39, 
29, -14, -43, -7, 36, -29, 29, -9, -48, -73, -68, -58, 
-4, -39, -34, 21, 14, -36, 43, -9, -48, -78, -68, -58, 
-43, -53, -9, 48, -17, -31, 29, -19, -53, -63, -68, -53, 
-73, -73, 0, 73, -36, -36, 24, -24, -82, -102, -97, -78, 
-146, -136, 9, 141, -78, -63, 14, -43, -97, -97, -92, -78, 
-209, -195, 14, 202, -112, -90, -4, -82, -136, -126, -136, -112, 
-165, -175, -9, 170, -78, -92, -4, -82, -146, -146, -141, -117, 
-14, -43, -29, 29, 7, -36, 19, -24, -63, -87, -63, -48, 
102, 58, -43, -80, 73, 7, 29, -4, -53, -87, -58, -48, 
87, 53, -34, -70, 61, 9, 39, 4, -39, -63, -48, -29, 
63, 43, -19, -53, 41, 12, 39, 0, -34, -73, -63, -43, 
58, 24, -34, -41, 46, -4, 39, -4, -58, -92, -78, -63, 
39, 0, -39, -19, 39, -19, 29, -14, -63, -82, -68, -58, 
29, -4, -34, -12, 31, -19, 29, -24, -87, -112, -82, -73, 
-9, -34, -24, 21, 7, -29, 39, -19, -78, -102, -78, -53, 
-68, -63, 4, 65, -36, -29, 34, -34, -92, -126, -107, -78, 
-92, -87, 4, 90, -48, -41, 39, -48, -117, -151, -112, -92, 
-73, -82, -9, 78, -31, -46, 29, -43, -97, -151, -102, -78, 
0, -19, -19, 9, 9, -19, 34, -29, -107, -175, -117, -87, 
34, 9, -24, -21, 29, -7, 34, -24, -82, -156, -92, -63, 
4, 0, -4, -2, 4, -2, 39, -19, -78, -161, -97, -68, 
9, -14, -24, 2, 17, -19, 53, 4, -68, -151, -73, -53, 
39, 4, -34, -21, 36, -14, 48, -9, -78, -161, -82, -63, 
-24, -29, -4, 26, -9, -17, 53, -24, -78, -161, -73, -53, 
-29, -29, 0, 29, -14, -14, 58, -29, -97, -175, -97, -73, 
-29, -34, -4, 31, -12, -19, 58, -19, -97, -170, -87, -58, 
-4, -39, -34, 21, 14, -36, 48, -24, -117, -200, -112, -78, 
-9, -43, -34, 26, 12, -39, 34, -43, -136, -229, -141, -107, 
-34, -68, -34, 51, 0, -51, 19, -48, -131, -239, -141, -102, 
-4, -29, -24, 17, 9, -26, 39, -34, -112, -234, -126, -102, 
-9, -48, -39, 29, 14, -43, 53, -9, -87, -204, -107, -82, 
-14, -58, -43, 36, 14, -51, 53, -14, -92, -195, -92, -73, 
0, -39, -39, 19, 19, -39, 58, -9, -87, -190, -87, -68, 
-9, -39, -29, 24, 9, -34, 58, -14, -82, -175, -78, -53, 
0, -19, -19, 9, 9, -19, 58, -24, -97, -195, -92, -73, 
-19, -34, -14, 26, -2, -24, 34, -39, -122, -219, -117, -92, 
9, -39, -48, 14, 29, -43, 29, -48, -136, -229, -136, -107, 
19, -24, -43, 2, 31, -34, 34, -43, -131, -239, -141, -107, 
9, -53, -63, 21, 36, -58, 29, -29, -117, -229, -122, -87, 
4, -53, -58, 24, 31, -56, 48, -24, -117, -229, -122, -97, 
-9, -73, -63, 41, 26, -68, 34, -34, -112, -224, -122, -97, 
0, -53, -53, 26, 26, -53, 39, -34, -102, -219, -112, -87, 
14, -19, -34, 2, 24, -26, 48, -14, -92, -204, -97, -78, 
-9, -34, -24, 21, 7, -29, 48, -19, -82, -190, -87, -63, 
-24, -39, -14, 31, -4, -26, 43, -39, -112, -209, -107, -82, 
-24, -48, -24, 36, 0, -36, 19, -48, -122, -224, -122, -102, 
-9, -53, -43, 31, 17, -48, 29, -43, -126, -224, -131, -107, 
14, -53, -68, 19, 41, -61, 24, -48, -131, -239, -146, -117, 
-4, -73, -68, 39, 31, -70, 14, -53, -136, -244, -146, -112, 
0, -48, -48, 24, 24, -48, 24, -53, -131, -244, -151, -126, 
-19, -82, -63, 51, 21, -73, 29, -39, -112, -229, -136, -122, 
-63, -122, -58, 92, -2, -90, 34, -53, -126, -229, -146, -126, 
-87, -131, -43, 109, -21, -87, 19, -68, -141, -239, -156, -141, 
-112, -151, -39, 131, -36, -95, 24, -68, -146, -239, -161, -141, 
-58, -87, -29, 73, -14, -58, 29, -63, -136, -229, -141, -131, 
-4, -43, -39, 24, 17, -41, 29, -39, -107, -209, -112, -102, 
9, -39, -48, 14, 29, -43, 34, -48, -117, -214, -122, -97, 
-34, -73, -39, 53, 2, -56, 24, -68, -141, -234, -151, -131, 
-58, -107, -48, 82, -4, -78, 19, -68, -136, -234, -151, -136, 
14, -58, -73, 21, 43, -65, 29, -48, -126, -224, -151, -136, 
-29, -87, -58, 58, 14, -73, 43, -34, -107, -200, -141, -117, 
-107, -122, -14, 114, -46, -68, 48, -43, -122, -185, -146, -122, 
-82, -112, -29, 97, -26, -70, 53, -39, -117, -185, -141, -112, 
-43, -97, -53, 70, 4, -75, 58, -24, -107, -170, -117, -97, 
-14, -58, -43, 36, 14, -51, 63, -39, -107, -170, -122, -92, 
-4, -43, -39, 24, 17, -41, 48, -43, -102, -170, -117, -92, 
34, -14, -48, -9, 41, -31, 39, -48, -112, -180, -126, -107, 
82, 19, -63, -51, 73, -21, 48, -43, -112, -185, -126, -102, 
43, -9, -53, -17, 48, -31, 43, -39, -112, -180, -136, -102, 
34, -14, -48, -9, 41, -31, 43, -53, -126, -190, -156, -117, 
9, -24, -34, 7, 21, -29, 63, -29, -87, -151, -117, -82, 
-14, -34, -19, 24, 2, -26, 73, -24, -82, -131, -102, -73, 
9, -24, -34, 7, 21, -29, 63, -39, -112, -161, -131, -107, 
34, -19, -53, -7, 43, -36, 48, -48, -122, -170, -141, -122, 
14, -24, -39, 4, 26, -31, 48, -48, -126, -165, -141, -122, 
-9, -48, -39, 29, 14, -43, 29, -78, -151, -185, -161, -131, 
-39, -82, -43, 61, 2, -63, 39, -63, -126, -165, -151, -122, 
-58, -102, -43, 80, -7, -73, 43, -58, -126, -165, -151, -122, 
-48, -78, -29, 63, -9, -53, 48, -43, -102, -151, -136, -102, 
-9, -43, -34, 26, 12, -39, 48, -34, -82, -136, -112, -82, 
-14, -58, -43, 36, 14, -51, 48, -34, -92, -146, -122, -92, 
-19, -68, -48, 43, 14, -58, 58, -24, -82, -141, -102, -87, 
-4, -48, -43, 26, 19, -46, 43, -58, -117, -165, -136, -122, 
0, -39, -39, 19, 19, -39, 43, -58, -112, -151, -131, -112, 
4, -39, -43, 17, 24, -41, 48, -43, -117, -156, -136, -107, 
4, -63, -68, 29, 36, -65, 19, -63, -141, -180, -165, -141, 
-24, -87, -63, 56, 19, -75, 24, -68, -136, -165, -165, -131, 
-53, -102, -48, 78, -2, -75, 9, -78, -136, -170, -170, -131, 
-102, -131, -29, 117, -36, -80, 19, -73, -131, -165, -161, -122, 
-151, -185, -34, 168, -58, -109, 29, -78, -141, -180, -170, -141, 
-200, -258, -58, 229, -70, -158, 4, -102, -175, -204, -204, -165, 
-175, -214, -39, 195, -68, -126, 19, -78, -151, -180, -180, -146, 
-39, -92, -53, 65, 7, -73, 24, -53, -122, -165, -151, -122, 
87, 14, -73, -51, 80, -29, 39, -39, -87, -141, -117, -92, 
126, 63, -63, -95, 95, 0, 53, -34, -78, -126, -112, -87, 
78, 24, -53, -51, 65, -14, 39, -48, -102, -146, -141, -102, 
19, -4, -24, -7, 21, -14, 43, -43, -102, -146, -131, -92, 
-24, -58, -34, 41, 4, -46, 43, -58, -117, -151, -146, -107, 
-29, -87, -58, 58, 14, -73, 48, -48, -102, -151, -146, -97, 
-4, -63, -58, 34, 26, -61, 58, -39, -87, -146, -126, -82, 
4, -73, -78, 34, 41, -75, 48, -43, -92, -156, -131, -97, 
-4, -68, -63, 36, 29, -65, 63, -39, -97, -156, -131, -92, 
19, -53, -73, 17, 46, -63, 39, -53, -117, -175, -141, -117, 
9, -53, -63, 21, 36, -58, 39, -63, -117, -180, -141, -117, 
14, -39, -53, 12, 34, -46, 43, -63, -112, -175, -146, -112, 
29, -43, -73, 7, 51, -58, 34, -48, -107, -170, -141, -112, 
29, -39, -68, 4, 48, -53, 48, -34, -97, -161, -122, -92, 
9, -53, -63, 21, 36, -58, 48, -43, -102, -165, -136, -102, 
-29, -73, -43, 51, 7, -58, 43, -39, -102, -161, -136, -97, 
-48, -78, -29, 63, -9, -53, 58, -34, -102, -165, -131, -97, 
-29, -68, -39, 48, 4, -53, 48, -43, -107, -180, -141, -102, 
-19, -53, -34, 36, 7, -43, 58, -39, -97, -170, -131, -92, 
-34, -82, -48, 58, 7, -65, 43, -63, -126, -190, -156, -122, 
-29, -92, -63, 61, 17, -78, 24, -73, -136, -204, -161, -131, 
-4, -73, -68, 39, 31, -70, 39, -53, -122, -190, -141, -112, 
-4, -68, -63, 36, 29, -65, 39, -58, -126, -190, -141, -117, 
-4, -48, -43, 26, 19, -46, 53, -39, -107, -175, -131, -102, 
-9, -48, -39, 29, 14, -43, 43, -43, -102, -175, -141, -102, 
-14, -68, -53, 41, 19, -61, 39, -53, -112, -180, -141, -102, 
-9, -63, -53, 36, 21, -58, 53, -43, -102, -170, -136, -97, 
-24, -92, -68, 58, 21, -80, 43, -48, -122, -175, -151, -112, 
-24, -102, -78, 63, 26, -90, 19, -78, -156, -214, -200, -161, 
-82, -146, -63, 114, -9, -104, 24, -73, -151, -190, -170, -141, 
-141, -175, -34, 158, -53, -104, 29, -73, -141, -170, -151, -117, 
-136, -180, -43, 158, -46, -112, 29, -82, -156, -175, -170, -141, 
-136, -165, -29, 151, -53, -97, 29, -68, -136, -156, -141, -102, 
-97, -117, -19, 107, -39, -68, 24, -63, -131, -165, -156, -112, 
-29, -78, -48, 53, 9, -63, 29, -53, -122, -146, -141, -112, 
73, -4, -78, -34, 75, -41, 43, -19, -82, -126, -117, -82, 
78, 9, -68, -43, 73, -29, 43, -34, -97, -151, -141, -117, 
29, -34, -63, 2, 46, -48, 43, -39, -107, -141, -136, -102, 
63, -4, -68, -29, 65, -36, 34, -53, -117, -156, -151, -117, 
34, -29, -63, -2, 48, -46, 48, -39, -102, -122, -126, -92, 
-9, -63, -53, 36, 21, -58, 53, -29, -102, -102, -107, -68, 
-53, -97, -43, 75, -4, -70, 43, -53, -126, -126, -136, -107, 
-112, -151, -39, 131, -36, -95, 34, -63, -141, -126, -141, -107, 
-131, -161, -29, 146, -51, -95, 19, -87, -165, -161, -170, -141, 
-131, -175, -43, 153, -43, -109, 19, -87, -156, -161, -185, -146, 
-34, -107, -73, 70, 19, -90, 19, -68, -136, -156, -165, -131, 
63, -14, -78, -24, 70, -46, 24, -58, -122, -156, -170, -136, 
63, -4, -68, -29, 65, -36, 34, -48, -112, -156, -151, -117, 
68, 0, -68, -34, 68, -34, 29, -58, -122, -151, -151, -126, 
24, -19, -43, -2, 34, -31, 29, -53, -122, -141, -141, -107, 
-4, -48, -43, 26, 19, -46, 48, -39, -112, -117, -112, -73, 
9, -39, -48, 14, 29, -43, 48, -39, -107, -117, -117, -82, 
0, -39, -39, 19, 19, -39, 58, -24, -92, -97, -102, -58, 
-4, -34, -29, 19, 12, -31, 53, -39, -107, -126, -136, -92, 
-19, -58, -39, 39, 9, -48, 43, -43, -117, -141, -151, -112, 
-24, -82, -58, 53, 17, -70, 24, -63, -131, -161, -161, -126, 
-34, -102, -68, 68, 17, -85, 19, -82, -156, -200, -200, -170, 
-39, -97, -58, 68, 9, -78, 24, -63, -131, -161, -161, -131, 
-4, -43, -39, 24, 17, -41, 19, -73, -126, -175, -156, -131, 
19, -19, -39, 0, 29, -29, 24, -53, -102, -151, -126, -97, 
4, -9, -14, 2, 9, -12, 48, -29, -82, -117, -92, -53, 
-34, -24, 9, 29, -21, -7, 48, -48, -87, -122, -112, -92, 
-78, -53, 24, 65, -51, -14, 34, -48, -68, -102, -102, -63, 
-43, -39, 4, 41, -24, -17, 19, -63, -92, -117, -122, -82, 
0, -19, -19, 9, 9, -19, 14, -63, -82, -126, -126, -92, 
14, 9, -4, -12, 9, 2, 9, -48, -63, -112, -117, -82, 
48, 43, -4, -46, 26, 19, 9, -73, -78, -136, -141, -112, 
29, 34, 4, -31, 12, 19, 9, -73, -63, -117, -117, -92, 
4, 29, 24, -17, -9, 26, -4, -87, -82, -141, -126, -107, 
-29, 4, 34, 12, -31, 19, -9, -92, -82, -136, -126, -102, 
-53, 4, 58, 24, -56, 31, 4, -82, -78, -122, -102, -73, 
-43, 4, 48, 19, -46, 26, 0, -82, -73, -122, -112, -82, 
4, 39, 34, -21, -14, 36, 0, -58, -48, -97, -73, -43, 
39, 58, 19, -48, 9, 39, 9, -53, -53, -102, -82, -58, 
4, 24, 19, -14, -7, 21, -14, -82, -78, -126, -122, -102, 
4, 24, 19, -14, -7, 21, -34, -87, -78, -126, -122, -92, 
24, 43, 19, -34, 2, 31, -39, -102, -102, -156, -156, -122, 
-19, -4, 14, 12, -17, 4, -58, -122, -117, -161, -156, -126, 
-73, -34, 39, 53, -56, 2, -43, -117, -102, -141, -141, -107, 
-68, -24, 43, 46, -56, 9, -63, -146, -131, -161, -156, -112, 
-39, 0, 39, 19, -39, 19, -63, -156, -156, -156, -156, -122, 
9, 34, 24, -21, -7, 29, -82, -151, -156, -156, -161, -122, 
122, 122, 0, -122, 61, 61, -68, -126, -131, -131, -122, -87, 
107, 117, 9, -112, 48, 63, -39, -117, -126, -122, -112, -82, 
39, 63, 24, -51, 7, 43, -39, -126, -146, -126, -131, -97, 
53, 58, 4, -56, 24, 31, -34, -102, -117, -102, -102, -68, 
24, 39, 14, -31, 4, 26, -34, -87, -102, -102, -102, -58, 
9, 29, 19, -19, -4, 24, -24, -68, -87, -87, -78, -34, 
0, 4, 4, -2, -2, 4, -14, -63, -92, -97, -87, -48, 
4, -4, -9, 0, 7, -7, -24, -82, -126, -131, -122, -78, 
53, 14, -39, -34, 46, -12, -14, -68, -112, -117, -102, -63, 
53, -4, -58, -24, 56, -31, -24, -87, -146, -141, -136, -87, 
53, 19, -34, -36, 43, -7, -29, -97, -165, -161, -146, -102, 
53, 9, -43, -31, 48, -17, -19, -92, -170, -156, -136, -92, 
39, -24, -63, -7, 51, -43, -24, -97, -165, -165, -146, -97, 
14, -48, -63, 17, 39, -56, -9, -78, -141, -151, -126, -82, 
-68, -92, -24, 80, -21, -58, 14, -68, -131, -151, -131, -92, 
-43, -68, -24, 56, -9, -46, 14, -53, -117, -136, -126, -82, 
-39, -58, -19, 48, -9, -39, 19, -39, -122, -146, -122, -82, 
-29, -39, -9, 34, -9, -24, 19, -53, -136, -161, -126, -92, 
9, 0, -9, -4, 9, -4, 34, -48, -126, -151, -131, -92, 
-9, -29, -19, 19, 4, -24, 9, -68, -165, -195, -175, -131, 
-4, -39, -34, 21, 14, -36, 14, -63, -170, -185, -175, -126, 
-19, -53, -34, 36, 7, -43, 34, -63, -185, -200, -185, -136, 
-48, -92, -43, 70, -2, -68, 24, -68, -214, -224, -204, -151, 
-78, -141, -63, 109, -7, -102, 29, -53, -200, -214, -190, -141, 
-136, -200, -63, 168, -36, -131, 29, -68, -204, -229, -200, -151, 
-136, -195, -58, 165, -39, -126, 29, -63, -195, -234, -204, -146, 
-107, -156, -48, 131, -29, -102, 29, -39, -180, -219, -175, -131, 
9, -73, -82, 31, 46, -78, 29, -24, -161, -219, -156, -112, 
68, -9, -78, -29, 73, -43, 43, -9, -146, -209, -146, -102, 
4, -58, -63, 26, 34, -61, 39, -34, -170, -234, -175, -126, 
-4, -78, -73, 41, 34, -75, 24, -53, -195, -239, -190, -146, 
-19, -87, -68, 53, 24, -78, 39, -48, -180, -234, -185, -151, 
-14, -97, -82, 56, 34, -90, 43, -39, -180, -239, -170, -136, 
19, -63, -82, 21, 51, -73, 68, -4, -141, -209, -141, -97, 
-29, -102, -73, 65, 21, -87, 58, -19, -141, -214, -151, -97, 
-19, -102, -82, 61, 31, -92, 48, -19, -146, -219, -151, -102, 
-48, -117, -68, 82, 9, -92, 43, -24, -151, -224, -161, -122, 
-78, -151, -73, 114, -2, -112, 24, -58, -190, -253, -195, -151, 
-78, -146, -68, 112, -4, -107, 29, -53, -185, -248, -190, -156, 
-87, -146, -58, 117, -14, -102, 29, -53, -180, -258, -204, -170, 
19, -48, -68, 14, 43, -58, 58, -9, -117, -209, -161, -136, 
