I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
58, 4, -53, -31, 56, -24, 82, 24, -39, -161, -141, -122, 
4, -53, -58, 24, 31, -56, 92, 29, 9, -146, -161, -141, 
-29, -82, -53, 56, 12, -68, 112, 48, 63, -107, -156, -136, 
-68, -107, -39, 87, -14, -73, 126, 58, 112, -92, -151, -141, 
-92, -78, 14, 85, -53, -31, 112, 58, 185, -39, -117, -126, 
-73, 19, 92, 26, -82, 56, 78, 14, 268, 29, -92, -122, 
-29, 117, 146, -43, -87, 131, 78, 43, 434, 185, 34, -34, 
19, 224, 204, -122, -92, 214, 78, 63, 570, 322, 136, 34, 
14, 273, 258, -143, -122, 265, 73, 78, 697, 502, 263, 141, 
73, 322, 248, -197, -87, 285, 39, 73, 819, 683, 439, 268, 
126, 380, 253, -253, -63, 317, -19, 68, 961, 902, 673, 473, 
190, 468, 278, -329, -43, 373, -92, 34, 1049, 1122, 932, 697, 
253, 580, 326, -417, -36, 453, -195, -63, 927, 1205, 1083, 839, 
278, 668, 390, -473, -56, 529, -297, -200, 683, 1239, 1210, 990, 
317, 805, 488, -561, -85, 646, -429, -380, 278, 1200, 1293, 1073, 
326, 917, 590, -622, -131, 753, -551, -551, -195, 1088, 1327, 1146, 
356, 971, 614, -663, -129, 793, -614, -634, -610, 1010, 1385, 1220, 
361, 907, 546, -634, -92, 727, -600, -649, -1078, 839, 1332, 1190, 
283, 702, 419, -492, -68, 561, -522, -595, -1454, 610, 1185, 1093, 
214, 522, 307, -368, -46, 414, -453, -546, -1678, 361, 951, 883, 
151, 409, 258, -280, -53, 334, -405, -517, -1834, 112, 678, 653, 
102, 322, 219, -212, -58, 270, -375, -507, -1991, -185, 370, 390, 
48, 239, 190, -143, -70, 214, -341, -502, -2186, -614, -43, 58, 
-24, 78, 102, -26, -63, 90, -244, -414, -2230, -976, -409, -209, 
-43, -9, 34, 26, -39, 12, -156, -322, -2161, -1239, -736, -488, 
-92, -43, 48, 68, -70, 2, -156, -326, -2108, -1434, -966, -668, 
-122, -82, 39, 102, -80, -21, -161, -317, -1971, -1464, -1024, -722, 
-97, -73, 24, 85, -61, -24, -165, -312, -1761, -1381, -971, -683, 
-122, -92, 29, 107, -75, -31, -161, -287, -1517, -1166, -805, -556, 
-87, -73, 14, 80, -51, -29, -161, -263, -1302, -971, -663, -483, 
-39, -29, 9, 34, -24, -9, -170, -258, -1102, -829, -551, -405, 
-29, 9, 39, 9, -34, 24, -170, -248, -902, -668, -453, -341, 
0, 58, 58, -29, -29, 58, -185, -278, -780, -585, -419, -326, 
14, 63, 48, -39, -17, 56, -165, -239, -605, -468, -322, -244, 
4, 39, 34, -21, -14, 36, -122, -185, -468, -370, -273, -214, 
-34, -9, 24, 21, -29, 7, -87, -146, -366, -302, -219, -161, 
-53, -29, 24, 41, -39, -2, -48, -102, -258, -219, -146, -112, 
-24, -19, 4, 21, -14, -7, -24, -78, -224, -195, -141, -107, 
-34, -34, 0, 34, -17, -17, -14, -63, -165, -146, -112, -82, 
-29, -34, -4, 31, -12, -19, 14, -48, -131, -117, -107, -97, 
-19, -24, -4, 21, -7, -14, 14, -43, -122, -136, -117, -97, 
4, -39, -43, 17, 24, -41, 24, -19, -78, -102, -112, -102, 
9, -34, -43, 12, 26, -39, 24, -29, -87, -117, -136, -126, 
-34, -63, -29, 48, -2, -46, 39, -19, -48, -87, -102, -97, 
-9, -73, -63, 41, 26, -68, 58, 14, -14, -58, -97, -92, 
-24, -78, -53, 51, 14, -65, 48, 0, -24, -34, -102, -92, 
-48, -92, -43, 70, -2, -68, 48, 9, 0, 14, -78, -78, 
-53, -97, -43, 75, -4, -70, 43, -4, -9, 0, -87, -82, 
-131, -151, -19, 141, -56, -85, 39, -14, -19, 4, -97, -87, 
-122, -156, -34, 139, -43, -95, 43, -14, -19, 0, -112, -107, 
-102, -146, -43, 124, -29, -95, 19, -29, -34, -39, -117, -117, 
-43, -102, -58, 73, 7, -80, 29, 0, 0, -9, -87, -97, 
58, 0, -58, -29, 58, -29, 34, 14, 24, -9, -78, -82, 
34, -19, -53, -7, 43, -36, 58, 24, 48, -9, -58, -53, 
-24, -78, -53, 51, 14, -65, 63, 24, 53, -14, -82, -82, 
-34, -97, -63, 65, 14, -80, 63, 19, 39, -34, -82, -73, 
14, -68, -82, 26, 48, -75, 53, 19, 58, -29, -68, -68, 
34, -14, -48, -9, 41, -31, 73, 48, 87, -4, -39, -39, 
19, -4, -24, -7, 21, -14, 63, 19, 58, -29, -73, -68, 
-9, -24, -14, 17, 2, -19, 63, 24, 78, 9, -34, -39, 
14, -19, -34, 2, 24, -26, 58, 39, 87, 0, -43, -34, 
34, -24, -58, -4, 46, -41, 39, 34, 87, 0, -39, -39, 
-9, -34, -24, 21, 7, -29, 48, 53, 102, 19, -19, -24, 
-19, -68, -48, 43, 14, -58, 39, 29, 78, -14, -48, -43, 
-29, -78, -48, 53, 9, -63, 39, 29, 102, -4, -39, -39, 
-19, -68, -48, 43, 14, -58, 48, 34, 92, -4, -48, -39, 
-14, -63, -48, 39, 17, -56, 39, 24, 102, 4, -43, -39, 
-39, -63, -24, 51, -7, -43, 48, 29, 107, 34, -34, -29, 
-9, -58, -48, 34, 19, -53, 39, 19, 82, 24, -53, -48, 
14, -34, -48, 9, 31, -41, 43, 29, 107, 53, -24, -14, 
-14, -43, -29, 29, 7, -36, 53, 39, 102, 48, -29, -24, 
-29, -63, -34, 46, 2, -48, 39, 39, 112, 58, -19, -9, 
-4, -53, -48, 29, 21, -51, 43, 43, 131, 68, -9, 0, 
43, -29, -73, -7, 58, -51, 39, 48, 131, 43, -14, -9, 
34, -19, -53, -7, 43, -36, 48, 68, 165, 78, 19, 14, 
-4, -29, -24, 17, 9, -26, 53, 58, 156, 63, 4, 0, 
14, -24, -39, 4, 26, -31, 39, 43, 141, 58, -4, -9, 
53, -9, -63, -21, 58, -36, 48, 43, 146, 63, 0, -9, 
24, -34, -58, 4, 41, -46, 29, 24, 117, 48, -24, -43, 
-53, -82, -29, 68, -12, -56, 19, 19, 117, 68, -19, -34, 
-107, -131, -24, 119, -41, -78, 19, 9, 117, 43, -39, -48, 
-141, -185, -43, 163, -48, -114, 9, 0, 102, 34, -39, -63, 
-97, -141, -43, 119, -26, -92, 82, 34, 141, 68, -4, -29, 
14, -43, -58, 14, 36, -51, 112, 58, 175, 82, 29, 0, 
43, -4, -48, -19, 46, -26, 97, 73, 214, 107, 63, 29, 
39, 0, -39, -19, 39, -19, 87, 63, 195, 87, 43, 4, 
19, -19, -39, 0, 29, -29, 78, 48, 190, 92, 24, -9, 
-24, -48, -24, 36, 0, -36, 92, 53, 200, 107, 24, 0, 
-14, -58, -43, 36, 14, -51, 68, 34, 170, 92, 0, -24, 
0, -34, -34, 17, 17, -34, 68, 43, 204, 131, 39, 0, 
-4, -19, -14, 12, 4, -17, 58, 43, 204, 131, 34, 4, 
0, -34, -34, 17, 17, -34, 53, 53, 219, 141, 43, 14, 
0, -19, -19, 9, 9, -19, 73, 73, 244, 165, 73, 39, 
-9, -39, -29, 24, 9, -34, 53, 39, 229, 131, 48, 19, 
-24, -43, -19, 34, -2, -31, 58, 63, 253, 146, 63, 43, 
-34, -43, -9, 39, -12, -26, 63, 58, 244, 141, 58, 29, 
14, -24, -39, 4, 26, -31, 48, 53, 253, 141, 58, 34, 
63, 29, -34, -46, 48, -2, 63, 78, 287, 165, 87, 63, 
34, 9, -24, -21, 29, -7, 48, 53, 253, 146, 53, 29, 
9, 0, -9, -4, 9, -4, 53, 68, 283, 185, 87, 53, 
19, 19, 0, -19, 9, 9, 63, 68, 297, 190, 107, 73, 
9, -4, -14, -2, 12, -9, 43, 58, 297, 190, 97, 63, 
9, 0, -9, -4, 9, -4, 53, 73, 322, 190, 112, 78, 
4, -9, -14, 2, 9, -12, 48, 73, 322, 185, 107, 78, 
9, -9, -19, 0, 14, -14, 48, 78, 356, 209, 126, 102, 
43, 0, -43, -21, 43, -21, 48, 78, 351, 200, 126, 92, 
48, 9, -39, -29, 43, -14, 39, 73, 356, 209, 122, 87, 
58, 29, -29, -43, 43, 0, 39, 68, 366, 209, 122, 87, 
29, 19, -9, -24, 19, 4, 34, 68, 370, 224, 141, 87, 
29, 14, -14, -21, 21, 0, 39, 73, 366, 244, 151, 92, 
24, 0, -24, -12, 24, -12, 43, 78, 395, 273, 170, 117, 
19, -9, -29, -4, 24, -19, 34, 78, 405, 283, 180, 112, 
-9, -24, -14, 17, 2, -19, 39, 82, 414, 278, 185, 117, 
-43, -43, 0, 43, -21, -21, 43, 92, 448, 307, 214, 141, 
0, -14, -14, 7, 7, -14, 39, 78, 463, 307, 195, 131, 
19, 0, -19, -9, 19, -9, 34, 82, 468, 302, 209, 131, 
43, 14, -29, -29, 36, -7, 14, 73, 473, 307, 204, 131, 
68, 39, -29, -53, 48, 4, 14, 68, 488, 331, 209, 131, 
24, 19, -4, -21, 14, 7, 19, 58, 507, 361, 224, 136, 
-24, -14, 9, 19, -17, -2, 9, 53, 497, 366, 219, 126, 
-102, -73, 29, 87, -65, -21, 14, 48, 512, 390, 234, 146, 
-48, -43, 4, 46, -26, -19, 14, 78, 566, 424, 273, 165, 
82, 82, 0, -82, 41, 41, 43, 122, 639, 473, 346, 244, 
117, 122, 4, -119, 56, 63, 53, 151, 688, 527, 385, 287, 
131, 122, -9, -126, 70, 56, 39, 126, 683, 541, 361, 263, 
107, 102, -4, -104, 56, 48, 34, 107, 683, 536, 366, 258, 
97, 107, 9, -102, 43, 58, 19, 92, 688, 536, 356, 248, 
63, 87, 24, -75, 19, 56, 29, 97, 697, 551, 361, 253, 
39, 78, 39, -58, 0, 58, 29, 107, 722, 580, 390, 273, 
107, 126, 19, -117, 43, 73, 19, 107, 741, 605, 419, 292, 
97, 117, 19, -107, 39, 68, 24, 117, 771, 644, 453, 326, 
73, 92, 19, -82, 26, 56, 14, 107, 780, 673, 463, 331, 
58, 82, 24, -70, 17, 53, 14, 112, 795, 668, 473, 346, 
34, 63, 29, -48, 2, 46, 19, 107, 819, 688, 507, 370, 
63, 82, 19, -73, 21, 51, 14, 112, 839, 697, 502, 375, 
73, 102, 29, -87, 21, 65, 9, 112, 849, 707, 522, 390, 
131, 146, 14, -139, 58, 80, 0, 117, 873, 746, 556, 405, 
165, 200, 34, -183, 65, 117, 14, 122, 888, 766, 570, 419, 
102, 175, 73, -139, 14, 124, 19, 117, 893, 785, 590, 429, 
112, 170, 58, -141, 26, 114, 0, 97, 883, 790, 590, 424, 
97, 170, 73, -134, 12, 122, 0, 97, 902, 814, 619, 458, 
73, 175, 102, -124, -14, 139, -9, 92, 917, 844, 634, 463, 
102, 190, 87, -146, 7, 139, -9, 107, 922, 849, 649, 483, 
68, 146, 78, -107, -4, 112, -14, 102, 927, 854, 663, 502, 
63, 122, 58, -92, 2, 90, -24, 92, 927, 854, 653, 488, 
82, 141, 58, -112, 12, 100, -14, 92, 932, 854, 663, 497, 
126, 175, 48, -151, 39, 112, -29, 92, 946, 868, 692, 507, 
161, 224, 63, -192, 48, 143, -29, 87, 932, 868, 702, 517, 
146, 209, 63, -178, 41, 136, -43, 68, 917, 883, 692, 507, 
151, 204, 53, -178, 48, 129, -68, 48, 888, 863, 683, 492, 
126, 224, 97, -175, 14, 161, -53, 73, 893, 878, 707, 527, 
126, 234, 107, -180, 9, 170, -43, 78, 897, 907, 722, 536, 
117, 214, 97, -165, 9, 156, -58, 63, 868, 907, 717, 536, 
78, 170, 92, -124, -7, 131, -73, 48, 844, 888, 702, 531, 
92, 185, 92, -139, 0, 139, -73, 48, 819, 858, 688, 527, 
122, 204, 82, -163, 19, 143, -68, 53, 810, 858, 702, 531, 
146, 229, 82, -187, 31, 156, -82, 53, 785, 849, 692, 531, 
151, 219, 68, -185, 41, 143, -87, 29, 722, 810, 649, 492, 
122, 200, 78, -161, 21, 139, -102, 9, 668, 771, 610, 463, 
107, 190, 82, -148, 12, 136, -117, -14, 619, 727, 570, 434, 
141, 229, 87, -185, 26, 158, -112, -19, 590, 688, 536, 405, 
141, 248, 107, -195, 17, 178, -102, 4, 575, 678, 531, 414, 
63, 214, 151, -139, -43, 183, -102, -14, 517, 629, 488, 380, 
58, 209, 151, -134, -46, 180, -92, -4, 488, 585, 468, 370, 
146, 253, 107, -200, 19, 180, -87, 0, 473, 551, 453, 370, 
151, 258, 107, -204, 21, 183, -73, 14, 448, 522, 434, 351, 
87, 214, 126, -151, -19, 170, -68, 0, 400, 488, 400, 326, 
63, 180, 117, -122, -26, 148, -73, -9, 346, 429, 346, 283, 
34, 156, 122, -95, -43, 139, -82, -24, 287, 375, 292, 239, 
19, 136, 117, -78, -48, 126, -82, -29, 248, 336, 258, 214, 
58, 146, 87, -102, -14, 117, -78, -29, 219, 278, 219, 175, 
63, 141, 78, -102, -7, 109, -73, -19, 200, 253, 190, 156, 
82, 151, 68, -117, 7, 109, -73, -19, 165, 209, 161, 136, 
73, 131, 58, -102, 7, 95, -63, -29, 151, 175, 136, 117, 
39, 87, 48, -63, -4, 68, -53, -14, 126, 151, 117, 102, 
19, 68, 48, -43, -14, 58, -43, -9, 102, 117, 87, 82, 
0, 53, 53, -26, -26, 53, -39, -14, 82, 87, 78, 73, 
4, 63, 58, -34, -26, 61, -29, -9, 53, 68, 58, 53, 
-4, 53, 58, -24, -31, 56, -34, -9, 34, 48, 29, 29, 
-4, 39, 43, -17, -24, 41, -39, -29, 4, 24, 4, 9, 
-14, 24, 39, -4, -26, 31, -34, -34, -9, -14, -29, -29, 
-73, -19, 53, 46, -63, 17, -39, -29, -19, -24, -53, -43, 
-63, -39, 24, 51, -43, -7, -39, -34, -48, -58, -73, -53, 
-58, -43, 14, 51, -36, -14, -29, -9, -39, -63, -63, -48, 
-14, -9, 4, 12, -9, -2, -9, 14, -24, -58, -43, -34, 
29, 29, 0, -29, 14, 14, 0, 24, -14, -58, -34, -19, 
9, 34, 24, -21, -7, 29, 9, 24, -4, -48, -34, -14, 
-14, 19, 34, -2, -24, 26, 0, 24, -29, -68, -48, -24, 
-29, 9, 39, 9, -34, 24, -4, 14, -39, -78, -68, -39, 
-4, 24, 29, -9, -17, 26, -9, 4, -53, -87, -73, -53, 
9, 34, 24, -21, -7, 29, -9, 9, -58, -112, -87, -73, 
-9, 24, 34, -7, -21, 29, -9, -9, -53, -107, -102, -73, 
14, 14, 0, -14, 7, 7, -4, -4, -63, -117, -107, -82, 
4, -4, -9, 0, 7, -7, 9, 9, -58, -126, -102, -73, 
-39, -34, 4, 36, -21, -14, 9, 4, -48, -122, -92, -73, 
-34, -43, -9, 39, -12, -26, 9, 9, -63, -136, -102, -78, 
-48, -58, -9, 53, -19, -34, 4, 14, -58, -136, -97, -63, 
-39, -58, -19, 48, -9, -39, 0, 4, -68, -141, -107, -78, 
-39, -29, 9, 34, -24, -9, 4, 14, -63, -131, -97, -63, 
-48, -19, 29, 34, -39, 4, 4, 9, -63, -136, -97, -68, 
-63, -29, 34, 46, -48, 2, 9, 4, -78, -151, -122, -87, 
-39, -43, -4, 41, -17, -24, 4, 9, -82, -156, -122, -87, 
9, -14, -24, 2, 17, -19, 9, 4, -73, -156, -112, -82, 
0, -24, -24, 12, 12, -24, 19, 19, -53, -156, -102, -73, 
-34, -34, 0, 34, -17, -17, 29, 19, -48, -151, -92, -58, 
-19, -39, -19, 29, 0, -29, 4, 9, -68, -170, -126, -92, 
14, -14, -29, 0, 21, -21, 14, 24, -53, -146, -122, -97, 
9, -19, -29, 4, 19, -24, 19, 29, -48, -122, -97, -73, 
-53, -58, -4, 56, -24, -31, 24, 29, -34, -92, -87, -63, 
-92, -92, 0, 92, -46, -46, 4, 14, -63, -126, -122, -92, 
-102, -97, 4, 100, -53, -46, 9, 19, -48, -112, -92, -63, 
-73, -68, 4, 70, -39, -31, 14, 24, -48, -117, -112, -78, 
-63, -58, 4, 61, -34, -26, 9, 19, -53, -117, -112, -92, 
-39, -39, 0, 39, -19, -19, 9, 9, -48, -122, -107, -82, 
9, -14, -24, 2, 17, -19, 9, 14, -39, -122, -122, -92, 
19, -14, -34, -2, 26, -24, 29, 34, -14, -107, -92, -73, 
0, -19, -19, 9, 9, -19, 34, 19, -24, -117, -107, -87, 
-24, -34, -9, 29, -7, -21, 24, 24, -24, -117, -97, -78, 
-58, -48, 9, 53, -34, -19, 29, 29, -14, -87, -92, -73, 
-87, -63, 24, 75, -56, -19, 19, 29, -24, -97, -102, -68, 
-48, -48, 0, 48, -24, -24, 29, 48, -4, -63, -68, -39, 
14, -19, -34, 2, 24, -26, 19, 39, -19, -78, -92, -63, 
4, -24, -29, 9, 17, -26, 24, 34, -14, -82, -92, -68, 
0, -19, -19, 9, 9, -19, 29, 34, -9, -87, -92, -58, 
-9, -4, 4, 7, -7, 0, 29, 34, 0, -92, -107, -73, 
-9, -9, 0, 9, -4, -4, 29, 29, 0, -78, -102, -68, 
-9, -19, -9, 14, 0, -14, 34, 34, -9, -78, -102, -78, 
-29, -39, -9, 34, -9, -24, 34, 39, 0, -58, -78, -53, 
-39, -19, 19, 29, -29, 0, 48, 48, 14, -24, -63, -39, 
-58, -39, 19, 48, -39, -9, 29, 24, -19, -43, -97, -73, 
-78, -73, 4, 75, -41, -34, 29, 19, -14, -43, -82, -58, 
-82, -58, 24, 70, -53, -17, 19, 9, -29, -58, -112, -82, 
-43, -19, 24, 31, -34, 2, 24, 19, -9, -58, -87, -73, 
24, 24, 0, -24, 12, 12, 34, 39, 4, -53, -63, -53, 
0, -4, -4, 2, 2, -4, 14, 19, -19, -68, -97, -87, 
-34, -34, 0, 34, -17, -17, 24, 9, -14, -53, -82, -78, 
-29, -19, 9, 24, -19, -4, 34, 19, -14, -63, -87, -78, 
-19, -9, 9, 14, -14, 0, 24, 24, 0, -48, -73, -53, 
-29, 0, 29, 14, -29, 14, 24, 34, 9, -34, -58, -39, 
-39, -9, 29, 24, -34, 9, 14, 19, 0, -48, -68, -48, 
-63, -19, 43, 41, -53, 12, 29, 29, 4, -34, -48, -29, 
-53, -9, 43, 31, -48, 17, 19, 24, -4, -43, -73, -53, 
-14, -4, 9, 9, -12, 2, 14, 24, -4, -58, -68, -53, 
-14, -24, -9, 19, -2, -17, 9, 14, -19, -82, -78, -73, 
-48, -53, -4, 51, -21, -29, -9, -14, -48, -112, -117, -112, 
-34, -24, 9, 29, -21, -7, 14, 19, -9, -68, -73, -63, 
-34, -9, 24, 21, -29, 7, 19, 29, 0, -68, -63, -53, 
-87, -63, 24, 75, -56, -19, 4, 4, -29, -73, -73, -58, 
-73, -34, 39, 53, -56, 2, 14, 24, -4, -53, -53, -29, 
29, 39, 9, -34, 9, 24, 24, 48, 19, -43, -29, -14, 
58, 82, 24, -70, 17, 53, 29, 58, 34, -19, -4, 14, 
29, 48, 19, -39, 4, 34, 0, 29, 0, -53, -58, -24, 
-4, 4, 9, 0, -7, 7, -4, 4, -34, -68, -68, -48, 
14, 24, 9, -19, 2, 17, 9, 24, -9, -68, -53, -34, 
4, 24, 19, -14, -7, 21, -9, 4, -34, -92, -87, -73, 
-24, -9, 14, 17, -19, 2, -4, 4, -39, -102, -87, -63, 
-43, -39, 4, 41, -24, -17, -14, -9, -39, -97, -78, -48, 
-53, -34, 19, 43, -36, -7, -4, 0, -34, -92, -73, -53, 
-24, -24, 0, 24, -12, -12, -4, -4, -48, -87, -87, -53, 
-43, -39, 4, 41, -24, -17, 4, 14, -34, -78, -68, -53, 
-24, -19, 4, 21, -14, -7, -4, 0, -53, -92, -92, -58, 
-19, -19, 0, 19, -9, -9, -14, 9, -43, -73, -73, -48, 
-14, -24, -9, 19, -2, -17, -14, 14, -43, -92, -78, -58, 
-43, -39, 4, 41, -24, -17, 0, 9, -43, -107, -78, -53, 
-29, -29, 0, 29, -14, -14, 14, 29, -24, -97, -53, -43, 
53, 34, -19, -43, 36, 7, 4, 14, -29, -97, -63, -53, 
24, 34, 9, -29, 7, 21, 14, 24, -14, -82, -48, -39, 
4, 14, 9, -9, -2, 12, 14, 14, -43, -92, -78, -53, 
0, 4, 4, -2, -2, 4, 0, -4, -58, -107, -97, -63, 
-63, -24, 39, 43, -51, 7, 0, 9, -58, -92, -82, -58, 
-87, -48, 39, 68, -63, -4, 0, -4, -82, -112, -107, -78, 
-92, -53, 39, 73, -65, -7, 4, 14, -68, -87, -78, -58, 
-9, 19, 29, -4, -19, 24, 4, 24, -48, -92, -73, -48, 
53, 48, -4, -51, 29, 21, 14, 39, -29, -87, -53, -29, 
-14, 4, 19, 4, -17, 12, 24, 39, -34, -82, -63, -39, 
-48, -24, 24, 36, -36, 0, 4, 9, -63, -112, -102, -73, 
-24, -19, 4, 21, -14, -7, 14, 19, -58, -102, -73, -63, 
39, 29, -9, -34, 24, 9, 29, 29, -53, -97, -78, -48, 
53, 34, -19, -43, 36, 7, 9, 9, -58, -97, -82, -58, 
-29, -4, 24, 17, -26, 9, 19, 9, -68, -97, -87, -58, 
-29, -9, 19, 19, -24, 4, 19, 14, -78, -112, -102, -68, 
0, 0, 0, 0, 0, 0, 24, 29, -58, -92, -82, -43, 
-9, 0, 9, 4, -9, 4, 29, 19, -73, -117, -97, -58, 
-24, -29, -4, 26, -9, -17, 14, 9, -78, -131, -92, -58, 
-39, -39, 0, 39, -19, -19, 24, 34, -58, -117, -82, -53, 
-24, -29, -4, 26, -9, -17, 9, 14, -82, -146, -107, -68, 
-48, -39, 9, 43, -29, -14, 19, 19, -68, -126, -82, -58, 
-34, -39, -4, 36, -14, -21, 14, 9, -82, -151, -107, -73, 
-4, -29, -24, 17, 9, -26, 0, 4, -82, -151, -112, -78, 
-19, -19, 0, 19, -9, -9, 9, 14, -78, -131, -97, -58, 
14, -4, -19, -4, 17, -12, 9, 14, -92, -146, -97, -58, 
-4, -4, 0, 4, -2, -2, 19, 29, -68, -122, -87, -43, 
-24, -9, 14, 17, -19, 2, 24, 24, -73, -136, -97, -53, 
-14, -39, -24, 26, 4, -31, 14, 19, -87, -146, -97, -63, 
-34, -48, -14, 41, -9, -31, 24, 24, -73, -141, -102, -73, 
-48, -43, 4, 46, -26, -19, 14, 9, -92, -161, -112, -87, 
-34, -34, 0, 34, -17, -17, 24, 19, -87, -151, -97, -63, 
14, -14, -29, 0, 21, -21, 9, 9, -87, -165, -117, -87, 
9, -9, -19, 0, 14, -14, 0, 0, -102, -170, -117, -97, 
-24, -43, -19, 34, -2, -31, -4, -9, -112, -175, -122, -107, 
-48, -73, -24, 61, -12, -48, 0, -19, -131, -190, -136, -107, 
-73, -92, -19, 82, -26, -56, 9, 0, -117, -161, -126, -92, 
-68, -92, -24, 80, -21, -58, 4, 0, -112, -180, -131, -97, 
-19, -58, -39, 39, 9, -48, 19, 24, -78, -161, -97, -73, 
-29, -48, -19, 39, -4, -34, 29, 39, -63, -146, -82, -63, 
-4, -24, -19, 14, 7, -21, 14, 34, -58, -156, -73, -53, 
43, 14, -29, -29, 36, -7, 14, 34, -73, -165, -92, -63, 
4, -14, -19, 4, 12, -17, 9, 14, -87, -180, -107, -82, 
-48, -29, 19, 39, -34, -4, 0, -4, -112, -185, -126, -112, 
-63, -58, 4, 61, -34, -26, -9, -14, -131, -200, -141, -117, 
-48, -53, -4, 51, -21, -29, 4, 0, -112, -180, -122, -97, 
-24, -29, -4, 26, -9, -17, 9, 9, -107, -175, -117, -87, 
-53, -53, 0, 53, -26, -26, 4, 0, -112, -185, -126, -82, 
-63, -78, -14, 70, -24, -46, 19, 14, -102, -175, -112, -78, 
-53, -97, -43, 75, -4, -70, 4, 9, -107, -190, -117, -87, 
-87, -117, -29, 102, -29, -73, 14, 9, -92, -185, -112, -82, 
-63, -82, -19, 73, -21, -51, 14, 14, -102, -190, -112, -87, 
-19, -43, -24, 31, 2, -34, 14, 24, -92, -190, -112, -78, 
24, -19, -43, -2, 34, -31, 19, 24, -92, -180, -107, -82, 
19, -14, -34, -2, 26, -24, 9, 14, -117, -185, -122, -92, 
-4, -29, -24, 17, 9, -26, 14, 0, -102, -180, -117, -73, 
-14, -24, -9, 19, -2, -17, 19, 14, -102, -161, -107, -78, 
-48, -43, 4, 46, -26, -19, 9, 19, -97, -151, -107, -73, 
-48, -39, 9, 43, -29, -14, 14, 24, -92, -161, -102, -73, 
-19, -39, -19, 29, 0, -29, 14, 24, -92, -165, -112, -82, 
9, -24, -34, 7, 21, -29, 29, 34, -73, -151, -87, -68, 
53, 19, -34, -36, 43, -7, 29, 43, -68, -141, -87, -58, 
29, 0, -29, -14, 29, -14, 24, 34, -82, -131, -92, -63, 
-4, -19, -14, 12, 4, -17, 19, 19, -107, -131, -107, -78, 
-4, -19, -14, 12, 4, -17, 9, 9, -112, -141, -112, -82, 
-14, -14, 0, 14, -7, -7, 29, 24, -92, -122, -102, -73, 
-9, -14, -4, 12, -2, -9, 9, 14, -112, -131, -122, -87, 
-39, -43, -4, 41, -17, -24, 9, 9, -102, -122, -112, -82, 
-9, -24, -14, 17, 2, -19, 19, 29, -92, -107, -97, -73, 
0, -29, -29, 14, 14, -29, 24, 34, -97, -122, -107, -73, 
-29, -43, -14, 36, -7, -29, 24, 29, -87, -112, -107, -78, 
-24, -34, -9, 29, -7, -21, 19, 29, -92, -102, -107, -78, 
-29, -43, -14, 36, -7, -29, 14, 14, -107, -112, -122, -92, 
-24, -58, -34, 41, 4, -46, 9, 14, -117, -107, -131, -102, 
-34, -53, -19, 43, -7, -36, 9, 14, -122, -107, -141, -107, 
-58, -63, -4, 61, -26, -34, 4, 0, -122, -92, -131, -92, 
-63, -78, -14, 70, -24, -46, 0, -9, -131, -107, -136, -102, 
-73, -97, -24, 85, -24, -61, -9, -9, -136, -126, -151, -107, 
-34, -48, -14, 41, -9, -31, 0, 9, -112, -102, -122, -97, 
-9, -34, -24, 21, 7, -29, 29, 39, -87, -92, -112, -68, 
-34, -48, -14, 41, -9, -31, 19, 24, -97, -92, -117, -82, 
-34, -48, -14, 41, -9, -31, 19, 19, -112, -107, -126, -92, 
-39, -53, -14, 46, -12, -34, 14, 19, -112, -107, -126, -92, 
-14, -29, -14, 21, 0, -21, 14, 19, -102, -92, -112, -92, 
9, -19, -29, 4, 19, -24, 14, 29, -102, -97, -107, -78, 
14, -9, -24, -2, 19, -17, 14, 19, -97, -92, -112, -82, 
4, -24, -29, 9, 17, -26, 24, 9, -107, -107, -117, -82, 
-48, -73, -24, 61, -12, -48, 4, 14, -126, -122, -126, -82, 
-63, -87, -24, 75, -19, -56, 9, 9, -112, -131, -126, -87, 
-63, -102, -39, 82, -12, -70, 24, 19, -107, -136, -117, -87, 
-14, -68, -53, 41, 19, -61, 24, 34, -102, -141, -117, -87, 
14, -9, -24, -2, 19, -17, 29, 43, -78, -117, -87, -53, 
-14, -29, -14, 21, 0, -21, 29, 43, -87, -112, -92, -63, 
-14, -29, -14, 21, 0, -21, 24, 34, -92, -107, -92, -53, 
-24, -39, -14, 31, -4, -26, 34, 34, -102, -122, -97, -63, 
-24, -48, -24, 36, 0, -36, 29, 29, -92, -122, -102, -68, 
4, -19, -24, 7, 14, -21, 34, 34, -97, -117, -97, -68, 
-9, -24, -14, 17, 2, -19, 19, 19, -122, -156, -117, -97, 
-39, -48, -9, 43, -14, -29, 9, 9, -122, -165, -131, -102, 
-82, -107, -24, 95, -29, -65, 0, -4, -141, -190, -151, -126, 
-97, -146, -48, 122, -24, -97, -4, -24, -161, -209, -175, -151, 
-53, -112, -58, 82, 2, -85, 14, 14, -112, -175, -131, -107, 
-29, -82, -53, 56, 12, -68, 19, 29, -112, -161, -117, -92, 
-14, -58, -43, 36, 14, -51, 29, 29, -92, -136, -107, -68, 
-58, -63, -4, 61, -26, -34, 24, 29, -107, -131, -112, -78, 
